Date,Symbol,Open,High,Low,Close,VWAP,Volume,Turnover
11-11-2005,ITC,128.2,130.9,128,130.1,130,8413365,1.09372E+14
14-11-2005,ITC,130.9,131.85,127.3,128.3,128.98,8340235,1.07569E+14
16-11-2005,ITC,128.3,131.4,128.3,130.55,130.21,7674878,9.99324E+13
17-11-2005,ITC,130.8,131.45,129.15,130.2,129.97,5615090,7.29807E+13
18-11-2005,ITC,130.6,131.5,130.05,130.8,130.91,4292668,5.61957E+13
21-11-2005,ITC,131,131,126.15,126.75,128.2,9279903,1.18968E+14
22-11-2005,ITC,128.4,129.8,124.75,125.1,125.92,8280229,1.04265E+14
23-11-2005,ITC,125,129.95,125,129.4,127.86,7872491,1.00661E+14
24-11-2005,ITC,129.5,136.7,129.5,134.95,133.6,19218128,2.56754E+14
25-11-2005,ITC,135.1,138.2,133.55,136.7,136.27,13115831,1.7873E+14
26-11-2005,ITC,137,137.9,135.8,136.2,136.67,2429077,3.3198E+13
28-11-2005,ITC,137,140.15,137,139.25,139.05,14762395,2.05278E+14
29-11-2005,ITC,139.2,139.5,136.1,136.9,137.18,7837426,1.07512E+14
30-11-2005,ITC,137,138.5,134,134.5,136.29,5874515,8.00647E+13
01-12-2005,ITC,135,136.45,132.55,135.8,134.89,5329618,7.18905E+13
02-12-2005,ITC,136.45,138.9,136.45,137.5,137.76,5687600,7.83498E+13
05-12-2005,ITC,137.5,138.4,133.85,134.2,135.18,8900259,1.20318E+14
06-12-2005,ITC,134.8,135.5,132.5,133.55,134.57,5368962,7.22489E+13
07-12-2005,ITC,134,137.4,133.75,135.55,136.07,8573417,1.16658E+14
08-12-2005,ITC,136.3,136.35,134.3,135.3,135.28,4612462,6.23967E+13
09-12-2005,ITC,135.5,137.65,135,136.85,135.97,6506662,8.84704E+13
12-12-2005,ITC,137.65,140,137.55,138.45,138.93,9890720,1.37413E+14
13-12-2005,ITC,138.5,142.15,138,141.7,141.22,12828441,1.81157E+14
14-12-2005,ITC,142.35,144.9,140.25,144.1,143.19,14202489,2.03363E+14
15-12-2005,ITC,144.5,145,137.9,140.35,142.39,7071963,1.00696E+14
16-12-2005,ITC,141.4,141.9,139.1,141.1,140.9,5220068,7.35511E+13
19-12-2005,ITC,141.5,145.4,141.5,144.8,143.74,5442249,7.82295E+13
20-12-2005,ITC,145.5,146,141.8,143.45,143.38,5316615,7.62296E+13
21-12-2005,ITC,143.5,144.55,140.4,141.65,142.28,6272615,8.92495E+13
22-12-2005,ITC,142,143.6,141,142.05,142.03,5745627,8.16039E+13
23-12-2005,ITC,142.5,142.9,138.75,139.35,140.66,5980737,8.4127E+13
26-12-2005,ITC,139.3,140,136.2,137.55,137.74,5569557,7.67167E+13
27-12-2005,ITC,138,141.95,136.45,141.2,139.5,4427140,6.17565E+13
28-12-2005,ITC,141.5,142.25,137.65,138.45,139.34,7802683,1.08722E+14
29-12-2005,ITC,139,140.45,138.7,139.4,139.54,5277331,7.36387E+13
30-12-2005,ITC,140,142.8,139.1,142.1,141.71,5846909,8.28591E+13
02-01-2006,ITC,142,142.75,132,140.1,140.79,3724644,5.244E+13
03-01-2006,ITC,140.95,144.25,140.3,143.1,142.75,6264778,8.94311E+13
04-01-2006,ITC,144,148.7,144,146.95,147.12,12511367,1.84063E+14
05-01-2006,ITC,147.05,148.7,144.5,145.4,145.56,4651288,6.77031E+13
06-01-2006,ITC,146,146.25,141.9,145.45,143.98,9578029,1.37904E+14
09-01-2006,ITC,146.25,147,143.4,145.35,145.12,6484044,9.4099E+13
10-01-2006,ITC,145.7,146.5,142.5,142.85,144,5029410,7.24219E+13
12-01-2006,ITC,143,146,140.25,144.6,143.71,5189938,7.45843E+13
13-01-2006,ITC,145,146.75,143.65,145.5,145.24,8199048,1.19085E+14
16-01-2006,ITC,145,146,143.5,144.2,144.38,3807264,5.49691E+13
17-01-2006,ITC,144.2,145.1,142,142.45,143.54,2978950,4.27613E+13
18-01-2006,ITC,142,142.4,136.05,141.35,140.71,3716199,5.22909E+13
19-01-2006,ITC,142,144.25,141.65,143.1,143.17,4035867,5.7781E+13
20-01-2006,ITC,144.25,147.5,143.8,147.05,145.66,6092602,8.87456E+13
23-01-2006,ITC,146.95,152.5,145.5,151.9,150.75,11304235,1.70416E+14
24-01-2006,ITC,152.5,158.8,151.6,154.7,153.68,9053022,1.39131E+14
25-01-2006,ITC,155.15,158.2,152.75,157.75,156.16,8038291,1.25524E+14
27-01-2006,ITC,157.75,158.8,154.7,155.45,156.02,6465945,1.00881E+14
30-01-2006,ITC,155.45,157.4,151.85,155.25,154.76,4659163,7.21032E+13
31-01-2006,ITC,156,156.65,154.05,154.8,155.19,2608393,4.04809E+13
01-02-2006,ITC,155,156.35,153.5,155.05,155.03,5640238,8.74383E+13
02-02-2006,ITC,155,156.8,154.5,155.7,155.56,6157135,9.57834E+13
03-02-2006,ITC,155.45,155.7,151.9,152.45,153.24,3686669,5.64949E+13
06-02-2006,ITC,152.45,157.2,150.95,156.7,154.9,6493259,1.00582E+14
07-02-2006,ITC,157.5,162,156.7,160.9,160.29,7377851,1.18257E+14
08-02-2006,ITC,161,161.45,156.8,159.2,158.32,4056602,6.42257E+13
10-02-2006,ITC,159.25,164.05,159.25,163.1,161.75,5915504,9.56836E+13
13-02-2006,ITC,163,164.85,155.1,163,163.32,3481678,5.68614E+13
14-02-2006,ITC,163,164.7,161.05,163.55,162.67,5420612,8.81773E+13
15-02-2006,ITC,164.1,171.7,164.1,170.85,168.35,14277839,2.40368E+14
16-02-2006,ITC,171.1,172.5,165.65,166.3,168.16,6818091,1.14654E+14
17-02-2006,ITC,168,168,161.1,161.8,163.38,7384190,1.2064E+14
20-02-2006,ITC,161.5,163.3,157.6,162.85,161.12,8138077,1.31117E+14
21-02-2006,ITC,163.25,165.85,163,164.25,164.56,4927956,8.10958E+13
22-02-2006,ITC,164,164.75,162.3,163.6,163.56,4098315,6.70319E+13
23-02-2006,ITC,164,168,163.6,166,166.12,6694274,1.11203E+14
24-02-2006,ITC,166,166,162.25,163.5,163.67,4741559,7.76064E+13
27-02-2006,ITC,164.85,167.5,163.55,166.1,165.58,3703758,6.13287E+13
28-02-2006,ITC,167.5,175.65,162.65,172.45,170.38,19469748,3.31721E+14
01-03-2006,ITC,172.5,175.9,172.15,173.85,173.72,8461588,1.46998E+14
02-03-2006,ITC,174,179.85,174,176.7,177,9790917,1.73294E+14
03-03-2006,ITC,176,178.4,173.05,174.25,175.68,5974804,1.04967E+14
06-03-2006,ITC,176.9,179.9,174.05,178.4,177.23,7940164,1.40726E+14
07-03-2006,ITC,179,180.9,176.25,177.85,178.45,10653467,1.90111E+14
08-03-2006,ITC,178.5,178.9,172.5,173.85,175.17,8039640,1.40832E+14
09-03-2006,ITC,173.85,175.5,169.1,173.15,172.21,6833461,1.17677E+14
10-03-2006,ITC,174.9,179.5,174,178,177.29,4615532,8.18265E+13
13-03-2006,ITC,178,180.05,174.6,175.1,176.58,8460581,1.49398E+14
14-03-2006,ITC,176.8,179,175.05,175.9,176.63,5023245,8.87269E+13
16-03-2006,ITC,176.2,177,171.35,173.6,173.56,9304841,1.61496E+14
17-03-2006,ITC,175,178.9,174.5,175.55,176.39,6860014,1.21007E+14
20-03-2006,ITC,175.35,178,175.35,177.2,176.95,4129843,7.30796E+13
21-03-2006,ITC,178,180.75,177.2,178.55,179.16,6542726,1.17221E+14
22-03-2006,ITC,178,178.9,175.65,176.9,176.97,3094890,5.47688E+13
23-03-2006,ITC,177.95,180.25,177.05,178.9,178.73,3959325,7.07645E+13
24-03-2006,ITC,176.1,186.5,173.55,185.55,184.02,12044492,2.21644E+14
27-03-2006,ITC,186,193.9,184.3,192.95,189.73,8761271,1.66228E+14
28-03-2006,ITC,191,198,189.3,193,191.94,6381560,1.22491E+14
29-03-2006,ITC,195.9,198.05,191.75,193.2,194.87,8502293,1.65687E+14
30-03-2006,ITC,195.4,204.5,194.6,200.6,198.57,9514183,1.88922E+14
31-03-2006,ITC,201.5,201.5,194,195.15,196.67,5270179,1.03647E+14
03-04-2006,ITC,195.65,199.8,195,199.25,197.77,3950160,7.81213E+13
04-04-2006,ITC,199,204.9,198,204.05,203.1,7102850,1.44256E+14
05-04-2006,ITC,204.5,206.45,203.8,206,205.27,3831655,7.8651E+13
07-04-2006,ITC,204,208.5,191,199.65,203.62,11554004,2.35264E+14
10-04-2006,ITC,202,202.9,196.55,199.1,198.84,7325039,1.45653E+14
12-04-2006,ITC,199.1,201.9,190.95,192.2,194.87,11193408,2.18126E+14
13-04-2006,ITC,192,195.5,182,188.85,189.18,12474308,2.35983E+14
17-04-2006,ITC,189.05,193.5,189.05,192.95,192.26,4448362,8.55246E+13
18-04-2006,ITC,193.5,199.5,193.5,197.8,197.07,4747980,9.35699E+13
19-04-2006,ITC,198,202,195.6,198.35,199.63,5455971,1.08917E+14
20-04-2006,ITC,198.5,202,196.35,200.6,199.48,6207888,1.23834E+14
21-04-2006,ITC,202,204,197.1,200.4,200.92,7724492,1.552E+14
24-04-2006,ITC,200.1,204.4,199.8,203.5,202.05,7343856,1.48384E+14
25-04-2006,ITC,203.5,204,196.5,197.3,200.01,5343083,1.06869E+14
26-04-2006,ITC,198,202.45,195.5,201.55,200.18,7040829,1.40941E+14
27-04-2006,ITC,202.45,207,200.6,202.8,204.07,11968157,2.44234E+14
28-04-2006,ITC,197.05,202.4,190.25,200.9,199.85,5576033,1.11435E+14
29-04-2006,ITC,202.4,205.4,202.3,203.75,203.93,1697575,3.46189E+13
02-05-2006,ITC,204.5,209.85,204,207.5,207.71,8314117,1.72692E+14
03-05-2006,ITC,208,212.5,208,208.9,210.05,6619468,1.39041E+14
04-05-2006,ITC,209,211.9,207.55,209.4,209.55,6987114,1.46417E+14
05-05-2006,ITC,210.85,211.9,207.6,208.45,209.46,3062769,6.41517E+13
08-05-2006,ITC,210.6,210.6,206.55,207.8,208.42,3000808,6.2544E+13
09-05-2006,ITC,207.95,209,203.75,206.35,205.9,5128603,1.056E+14
10-05-2006,ITC,207,208,204.35,205.05,205.93,2505102,5.15871E+13
11-05-2006,ITC,205.9,209.5,203,203.75,206.07,5121281,1.05534E+14
12-05-2006,ITC,203,203.4,198,201.5,201.53,4083689,8.22979E+13
15-05-2006,ITC,200.9,200.9,188,191,195.76,7165470,1.40272E+14
16-05-2006,ITC,193,197.5,185,194.8,191.97,9451940,1.81452E+14
17-05-2006,ITC,197,205,196,204.3,201.93,9493960,1.91716E+14
18-05-2006,ITC,206,206,189.1,191.15,195.67,9586206,1.87569E+14
19-05-2006,ITC,192.1,198.85,177.55,179.9,187.69,8736932,1.63982E+14
22-05-2006,ITC,182,187,145,171.55,172.99,11287561,1.95268E+14
23-05-2006,ITC,173,180.75,163,178,172.77,11250369,1.94369E+14
24-05-2006,ITC,179.1,185.35,171,174.1,178.85,13986595,2.50156E+14
25-05-2006,ITC,173,184.95,167,181.4,175.72,9244611,1.6245E+14
26-05-2006,ITC,184,190,178.85,183.2,185.21,10073827,1.86573E+14
29-05-2006,ITC,184,185.95,176.1,177.95,180.3,7952751,1.43392E+14
30-05-2006,ITC,179,182,174.7,176.5,178.95,6554008,1.17282E+14
31-05-2006,ITC,174,174,160.8,165.4,164.94,15662910,2.5834E+14
01-06-2006,ITC,168,171,158.9,160.15,164.82,13565163,2.23583E+14
02-06-2006,ITC,161,165.7,156.65,164.4,161.51,10588700,1.71013E+14
05-06-2006,ITC,169.9,169.9,158.05,160.05,162.47,10643999,1.72933E+14
06-06-2006,ITC,150,159.45,146,152.55,155.53,15241672,2.37053E+14
07-06-2006,ITC,150,155.25,147,151.8,151.18,11107318,1.67922E+14
08-06-2006,ITC,151,152.5,140.5,147.65,146.59,14840040,2.17546E+14
09-06-2006,ITC,148,161.7,148,160.5,156.88,11439132,1.79453E+14
12-06-2006,ITC,161,161,153,154.4,156.26,7254924,1.13365E+14
13-06-2006,ITC,153,153,145.2,146.25,148.22,10164916,1.50666E+14
14-06-2006,ITC,148.1,154,144.15,147.35,149.85,10283068,1.54094E+14
15-06-2006,ITC,149,158,149,155.6,153.94,8734576,1.34462E+14
16-06-2006,ITC,160,167.7,158,163.2,163.2,13674897,2.23175E+14
19-06-2006,ITC,161.05,166,160.2,164.55,162.35,6145558,9.97751E+13
20-06-2006,ITC,162,165.5,158.25,161.65,162.55,7082490,1.15127E+14
21-06-2006,ITC,161,170.6,160,168.75,165.76,8236369,1.36525E+14
22-06-2006,ITC,169,174.6,169,170.85,172.78,5245161,9.06274E+13
23-06-2006,ITC,169,172,165.5,170.8,169.31,5425999,9.18652E+13
25-06-2006,ITC,173.45,174,171.05,171.75,172.13,531172,9.14295E+12
26-06-2006,ITC,172.95,172.95,164.6,166.3,169.67,4282281,7.26594E+13
27-06-2006,ITC,167,176.75,165,175.95,172.3,10921634,1.88183E+14
28-06-2006,ITC,173.5,178.5,170.6,177.05,176.3,8413438,1.48332E+14
29-06-2006,ITC,178,180,174,175.8,176.75,9011106,1.59271E+14
30-06-2006,ITC,170.25,184,170.25,182.4,182.61,8151899,1.48858E+14
03-07-2006,ITC,183,186.9,181.65,185,184.86,5641519,1.0429E+14
04-07-2006,ITC,185,186.85,178.25,178.9,181.24,7600430,1.37753E+14
05-07-2006,ITC,179,185,177.2,184.65,183.44,7702186,1.4129E+14
06-07-2006,ITC,183,184,180.2,181.55,182.34,3046843,5.55564E+13
07-07-2006,ITC,183.5,184.45,174,175.1,179.46,5291700,9.49667E+13
10-07-2006,ITC,175,175.9,171.4,175.1,173.5,4752605,8.24564E+13
11-07-2006,ITC,175.9,176.8,174,176,175.62,3232764,5.67738E+13
12-07-2006,ITC,174,182.4,172,181.45,178.39,7866486,1.40328E+14
13-07-2006,ITC,181.9,183.3,179.15,181.15,181.1,7973988,1.44407E+14
14-07-2006,ITC,180,180,175.5,176.55,177.21,4441721,7.8712E+13
17-07-2006,ITC,175,176.5,171.2,172.1,173.83,3411480,5.93022E+13
18-07-2006,ITC,175,175,167.5,169.65,170.33,4603630,7.84134E+13
19-07-2006,ITC,172.45,174,166.35,167.5,169.14,5261382,8.89927E+13
20-07-2006,ITC,170,176,170,175.05,173.87,5166042,8.98204E+13
21-07-2006,ITC,177,177,166.5,167.3,169.71,9234365,1.56717E+14
24-07-2006,ITC,167.2,167.2,161.25,164.35,164.3,7440842,1.22253E+14
25-07-2006,ITC,169,175,163,164.1,165.06,9343136,1.54221E+14
26-07-2006,ITC,164,168.95,164,168,167.16,8394542,1.4032E+14
27-07-2006,ITC,168,170.75,163.2,166.95,167.27,14252335,2.38402E+14
28-07-2006,ITC,168.5,169.9,164.1,164.55,166.22,6150444,1.02231E+14
31-07-2006,ITC,166,169,166,167.4,167.8,4202671,7.05225E+13
01-08-2006,ITC,167.7,170,165.7,169.25,167.76,4262410,7.15046E+13
02-08-2006,ITC,169.5,173.85,167.9,173.4,171.65,4980495,8.54896E+13
03-08-2006,ITC,173.9,175.9,170.65,171.95,174.02,5724174,9.9613E+13
04-08-2006,ITC,173,173.65,167.75,168.2,170.43,5547447,9.45425E+13
07-08-2006,ITC,168.2,169.4,166.85,168.4,168.21,3410788,5.73715E+13
08-08-2006,ITC,168.9,172.8,168.4,172.25,171.2,3145198,5.38462E+13
09-08-2006,ITC,172.65,179.4,170.5,178.8,176.46,5847551,1.03183E+14
10-08-2006,ITC,179.9,179.9,175,176.3,177.17,5334086,9.45026E+13
11-08-2006,ITC,176,178.9,174,175.25,176.02,2276683,4.00747E+13
14-08-2006,ITC,176.7,179.5,176.45,178.55,178.27,2919409,5.20435E+13
16-08-2006,ITC,180.2,182.3,180.1,180.9,181.36,4475209,8.11613E+13
17-08-2006,ITC,181,182.8,178.7,181.1,180.85,3958320,7.15845E+13
18-08-2006,ITC,181.3,182.9,179,179.75,180.43,2617567,4.72293E+13
21-08-2006,ITC,180.35,181.9,177,180.75,179.04,3308591,5.92366E+13
22-08-2006,ITC,181,183.3,181,181.9,182.34,2277247,4.15233E+13
23-08-2006,ITC,181,182,178.25,178.8,179.84,2537941,4.56427E+13
24-08-2006,ITC,177.1,180.45,175.5,180.05,178.7,2505000,4.47641E+13
25-08-2006,ITC,180.5,182.2,179.1,180.15,180.39,3068756,5.53568E+13
28-08-2006,ITC,180,181.9,179.5,180.1,180.53,2977844,5.37597E+13
29-08-2006,ITC,180,185.2,180,184.65,184.22,5833238,1.07459E+14
30-08-2006,ITC,185,187.9,182.7,187.35,185.28,4860946,9.00658E+13
31-08-2006,ITC,188.9,192.6,187.4,191.5,190.2,12897201,2.45309E+14
01-09-2006,ITC,190.6,193,188.8,189.55,190.76,5646359,1.07707E+14
04-09-2006,ITC,190.75,192.4,189.1,190.15,190.95,2698439,5.15273E+13
05-09-2006,ITC,191.25,191.25,187.05,187.7,188.65,3544149,6.68602E+13
06-09-2006,ITC,188.5,191.2,187.1,189.1,189.58,4481871,8.49687E+13
07-09-2006,ITC,188,188.6,185.15,185.95,186.72,2938810,5.48746E+13
08-09-2006,ITC,187,189,184.55,187.95,186.63,5528744,1.03182E+14
11-09-2006,ITC,189.8,190,180.7,182.1,185.48,5351259,9.92536E+13
12-09-2006,ITC,181.9,182.9,176,181.65,180.17,5505883,9.92022E+13
13-09-2006,ITC,183,185.35,182,182.85,183.95,5269598,9.69345E+13
14-09-2006,ITC,182,184.9,182,183.1,183.36,2535604,4.64919E+13
15-09-2006,ITC,183,183.6,181.25,182.45,182.38,3278349,5.97895E+13
18-09-2006,ITC,185.9,188,183.15,187.25,186.21,5168512,9.62448E+13
19-09-2006,ITC,188,189.4,183,184.1,187.22,3339482,6.25213E+13
20-09-2006,ITC,184.2,188,181.1,187.3,185.42,4272770,7.92272E+13
21-09-2006,ITC,188.5,191,188,190.65,189.68,4141400,7.85549E+13
22-09-2006,ITC,191.95,191.95,187.05,188,189.1,4780468,9.03979E+13
25-09-2006,ITC,188,189,184.05,184.45,185.58,4670102,8.66687E+13
26-09-2006,ITC,185.5,185.5,180.85,183.75,182.74,10160391,1.8567E+14
27-09-2006,ITC,184.75,187.85,184.75,185.65,186.65,4968789,9.27415E+13
28-09-2006,ITC,186,186.4,183.1,184.3,184.23,3742470,6.89487E+13
29-09-2006,ITC,185.6,188.4,184.45,187.7,186.87,3778847,7.06134E+13
03-10-2006,ITC,186,189.95,185.15,187.85,188.45,2741022,5.16537E+13
04-10-2006,ITC,188,188.2,183.75,185.05,185.38,4063442,7.53279E+13
05-10-2006,ITC,185.2,188,185.2,187.2,186.9,2401862,4.48899E+13
06-10-2006,ITC,188.35,188.35,184.25,184.55,185.27,4196313,7.77439E+13
09-10-2006,ITC,185,186.7,183,184.75,185.05,2662377,4.92678E+13
10-10-2006,ITC,186,186,184.15,185.1,185.14,2753927,5.09858E+13
11-10-2006,ITC,185,186.95,184,185.5,185.53,4523170,8.39181E+13
12-10-2006,ITC,186.2,186.7,183.1,186.05,184.8,3512827,6.49187E+13
13-10-2006,ITC,188,190.5,186.25,188.75,188.62,4911525,9.26405E+13
16-10-2006,ITC,191,195.2,189.65,194.65,193.31,7652271,1.47928E+14
17-10-2006,ITC,196.7,196.7,192.45,193.75,193.52,3480310,6.73498E+13
18-10-2006,ITC,194,195.5,191.9,194.6,194.64,3955275,7.69872E+13
19-10-2006,ITC,194.6,195.6,188.95,190.65,191.93,4010932,7.69838E+13
20-10-2006,ITC,190,193,184.8,186.35,189.21,4369667,8.2677E+13
21-10-2006,ITC,191.1,194.2,187,188.65,188.71,845214,1.59497E+13
23-10-2006,ITC,189.1,189.1,184.3,184.95,185.37,2200569,4.07915E+13
26-10-2006,ITC,186,186.7,182,184.1,183.82,9000906,1.65456E+14
27-10-2006,ITC,186.45,188.35,185,187.7,186.95,3549695,6.63603E+13
30-10-2006,ITC,189,190,186.5,187.45,188.05,3677262,6.9151E+13
31-10-2006,ITC,188,191.05,187.6,190,189.69,4293935,8.14526E+13
01-11-2006,ITC,191,192,189.9,190.8,190.91,2799077,5.34366E+13
02-11-2006,ITC,190.25,191.2,188,188.5,189.88,2008948,3.81463E+13
03-11-2006,ITC,189,189.2,186.25,187.35,187.25,2623925,4.9132E+13
06-11-2006,ITC,187.8,191.75,185.85,191.25,189.31,5025107,9.51325E+13
07-11-2006,ITC,192,192.8,188.1,188.9,190.33,3498494,6.65874E+13
08-11-2006,ITC,189.45,189.7,184.4,185.45,186.1,4926862,9.16878E+13
09-11-2006,ITC,187,187.85,185.4,187.05,186.88,3499809,6.54043E+13
10-11-2006,ITC,189,189,185.25,186,185.91,2201786,4.0933E+13
13-11-2006,ITC,187,189.35,185.25,185.5,185.94,3725075,6.92632E+13
14-11-2006,ITC,186.75,186.95,183.7,184.1,185.37,3731348,6.91662E+13
15-11-2006,ITC,186,186.6,183.6,185.75,185.47,3040048,5.63827E+13
16-11-2006,ITC,185.2,187,184.25,185.45,185.66,3565896,6.62045E+13
17-11-2006,ITC,186.1,186.4,181.1,181.75,184,4105673,7.55451E+13
20-11-2006,ITC,180.1,184.7,174,178.25,176.74,10482914,1.85271E+14
21-11-2006,ITC,180.4,184.75,179,183.85,181.6,4060231,7.37326E+13
22-11-2006,ITC,185,186.4,180.5,181.35,181.93,5368412,9.7666E+13
23-11-2006,ITC,182,183.4,178.8,179.2,180.58,3969521,7.16836E+13
24-11-2006,ITC,179.2,182.4,178.5,179.6,180.42,2741348,4.9459E+13
27-11-2006,ITC,180,181.8,179.6,180.9,180.95,3832783,6.93554E+13
28-11-2006,ITC,180,180.25,178.1,179.6,179.45,2589283,4.64658E+13
29-11-2006,ITC,179.75,185,179.7,184.2,183.03,2995793,5.48308E+13
30-11-2006,ITC,185,187,182.35,185.1,184.22,3831218,7.058E+13
01-12-2006,ITC,186,188,184.2,187.75,186.8,4362882,8.14999E+13
04-12-2006,ITC,188,190,185.1,189.35,188.47,3737274,7.0437E+13
05-12-2006,ITC,190,191.95,189,190.35,190.47,6084546,1.15895E+14
06-12-2006,ITC,190.35,191.95,186.55,188.3,188.62,3125937,5.89619E+13
07-12-2006,ITC,188,189.25,186,186.8,187.08,1394885,2.60956E+13
08-12-2006,ITC,186.9,187,183.75,185.1,185.01,2296383,4.24858E+13
11-12-2006,ITC,185.1,185.25,178.05,179.95,181.64,3757539,6.82535E+13
12-12-2006,ITC,179.6,180.95,166.5,173.4,175.03,5726088,1.00221E+14
13-12-2006,ITC,180,180,170,173.45,173.77,4306470,7.48327E+13
14-12-2006,ITC,175,178.2,173.2,176.8,175.21,2312214,4.05115E+13
15-12-2006,ITC,178,179.4,173.25,174.65,175.86,6307083,1.10917E+14
18-12-2006,ITC,176.4,176.4,171.2,174.05,172.99,4842012,8.37636E+13
19-12-2006,ITC,173.8,174.8,167,168.4,170.14,5439584,9.25506E+13
20-12-2006,ITC,169,177,169,170.4,171.39,9134493,1.5656E+14
21-12-2006,ITC,173.4,173.4,168.15,170.75,170.84,3283445,5.60953E+13
22-12-2006,ITC,171.25,171.9,169,169.6,170.11,3750514,6.37993E+13
26-12-2006,ITC,172.8,175,170.3,174.55,173.14,3546392,6.14032E+13
27-12-2006,ITC,175,177.6,174.6,176.95,176.19,2353653,4.14679E+13
28-12-2006,ITC,177,179.2,175.25,177.9,176.76,3505157,6.19588E+13
29-12-2006,ITC,178.45,178.75,174.75,176.1,175.91,2893742,5.09029E+13
02-01-2007,ITC,176.5,178.25,175.7,177,177.12,2219274,3.93072E+13
03-01-2007,ITC,177,177.7,174.6,175.45,175.71,2465170,4.3315E+13
04-01-2007,ITC,176.25,177.7,168.1,168.95,169.93,7184406,1.22084E+14
05-01-2007,ITC,170,171,165,165.3,166.24,9430928,1.56778E+14
08-01-2007,ITC,165.5,166.7,162.1,162.7,163.41,4677544,7.64358E+13
09-01-2007,ITC,164,166.8,161.6,162.05,163.41,5660824,9.25051E+13
10-01-2007,ITC,162,164.3,160.1,163.15,162.24,5310030,8.61479E+13
11-01-2007,ITC,163.75,170,162.75,169.2,166.67,7074154,1.17906E+14
12-01-2007,ITC,170.8,172.1,168.85,171.1,170.45,5084957,8.66731E+13
15-01-2007,ITC,173.8,173.8,169,172,171.09,4120657,7.04991E+13
16-01-2007,ITC,173.5,173.5,169.6,171.65,170.87,2767862,4.72947E+13
17-01-2007,ITC,170,172.9,169,169.5,170.43,2033450,3.46553E+13
18-01-2007,ITC,170,173,167.65,172.2,171.06,5629636,9.62988E+13
19-01-2007,ITC,170.8,176.7,170.8,175.6,174.92,6993471,1.22328E+14
22-01-2007,ITC,176.95,181,173.55,178.95,176.81,5621220,9.93873E+13
23-01-2007,ITC,180,180,176.1,177.25,177.42,3269382,5.80068E+13
24-01-2007,ITC,177,179,176,178.25,177.71,2507359,4.45572E+13
25-01-2007,ITC,178,181,174.15,177.85,176.85,8113741,1.43494E+14
29-01-2007,ITC,176.6,179.8,171,171.7,173.97,5559318,9.67138E+13
31-01-2007,ITC,172,178.5,169.4,174.6,174.83,8358399,1.46128E+14
01-02-2007,ITC,173.1,177.5,173.1,174.85,175.75,3429587,6.02744E+13
02-02-2007,ITC,175.75,179,175.3,177.15,176.7,3260779,5.76172E+13
05-02-2007,ITC,177.15,178,176.1,177.6,177.07,2288697,4.05264E+13
06-02-2007,ITC,177.6,179.35,174.1,175.05,175.53,4027905,7.0702E+13
07-02-2007,ITC,176.15,176.7,174.5,175.7,175.76,2972179,5.22399E+13
08-02-2007,ITC,175.1,177.45,173.1,176.45,174.9,2757412,4.82258E+13
09-02-2007,ITC,176.95,177.25,174.4,176.4,175.87,3576355,6.28987E+13
12-02-2007,ITC,176.4,176.7,171.3,175.35,174.4,2673796,4.66306E+13
13-02-2007,ITC,174,177,169.8,173.2,172.46,5411821,9.33332E+13
14-02-2007,ITC,172.15,175.25,168.5,173.95,173.68,2384897,4.14201E+13
15-02-2007,ITC,175,176.7,171.15,174.25,174.64,3699082,6.45992E+13
19-02-2007,ITC,175.5,175.9,173.35,174.4,174.71,2855891,4.9895E+13
20-02-2007,ITC,174.1,176.5,174.1,175.85,175.62,2940656,5.16427E+13
21-02-2007,ITC,176,176.4,173.1,174.45,175.05,3263328,5.71256E+13
22-02-2007,ITC,174,177,172,174.45,175.38,5109089,8.96012E+13
23-02-2007,ITC,174,174.9,165.45,167.05,168.6,9178692,1.54755E+14
26-02-2007,ITC,167.25,173.2,166.9,170.3,170.34,8226823,1.40135E+14
27-02-2007,ITC,171.5,172,164.45,165.2,167.71,4357513,7.30786E+13
28-02-2007,ITC,163,180,155.1,171.7,171.36,21074873,3.61139E+14
01-03-2007,ITC,172.7,175,168.9,172.5,172.4,8796029,1.51642E+14
02-03-2007,ITC,172.1,172.8,165.1,166.7,167.67,10557661,1.7702E+14
05-03-2007,ITC,166,166.5,157.25,162.15,161.66,8413507,1.36013E+14
06-03-2007,ITC,164.8,165.9,160.7,162.05,163.26,4799443,7.83553E+13
07-03-2007,ITC,163,164,157.75,158.2,159.41,5827999,9.29043E+13
08-03-2007,ITC,160,161,157,159.95,159.3,7830808,1.24747E+14
09-03-2007,ITC,162,163.65,152.5,154.15,156.78,11371068,1.78274E+14
12-03-2007,ITC,150.3,156.7,147,148.6,149.71,17239480,2.581E+14
13-03-2007,ITC,149,150.9,146.1,148.95,148.59,10790805,1.60346E+14
14-03-2007,ITC,146.1,147,130,142.9,143.86,13375387,1.92421E+14
15-03-2007,ITC,145,150.75,145,147.3,148.41,8020872,1.19039E+14
16-03-2007,ITC,148.9,149.95,143.1,145.05,146.19,5242473,7.66391E+13
19-03-2007,ITC,145.5,150,141.05,142,142.12,6214192,8.8319E+13
20-03-2007,ITC,144.5,144.5,140,140.85,141.49,11602284,1.6416E+14
21-03-2007,ITC,141,145.8,141,144.6,144.15,10822233,1.55999E+14
22-03-2007,ITC,145.9,149.9,145.9,149.35,148.4,9014095,1.3377E+14
