Date,Symbol,Open,High,Low,Close,VWAP,Volume,Turnover
01-12-2009,ITC,258,259.9,255.55,258.05,257.43,4098572,1.0551E+14
02-12-2009,ITC,259.85,260.5,255,257,256.51,3973017,1.0191E+14
03-12-2009,ITC,257.1,259.75,255,255.45,257.02,2920407,7.50607E+13
04-12-2009,ITC,255.5,259.1,253.2,256.7,256.49,2555711,6.55507E+13
07-12-2009,ITC,257.1,258.75,254.2,254.8,255.61,1956614,5.0014E+13
08-12-2009,ITC,255.1,259.75,254.35,258.6,256.94,3389805,8.70991E+13
09-12-2009,ITC,258,258.85,255.55,256.55,256.73,2652598,6.81009E+13
10-12-2009,ITC,256.8,257.9,253,254.2,254.71,3509982,8.94021E+13
11-12-2009,ITC,255.8,255.8,250.3,252.75,253.19,3325546,8.42002E+13
14-12-2009,ITC,253.5,254.95,249.5,250.7,252.72,2533229,6.40196E+13
15-12-2009,ITC,252,253.7,249,251.45,251.61,2339367,5.88604E+13
16-12-2009,ITC,251.7,251.85,247.55,249.4,250.03,2591254,6.47879E+13
17-12-2009,ITC,250.5,251.4,248,249.25,249.53,3084315,7.69644E+13
18-12-2009,ITC,250.1,250.1,246,247,248.15,2003750,4.97223E+13
21-12-2009,ITC,247,247.25,243.55,244.8,244.98,2597789,6.36417E+13
22-12-2009,ITC,245.7,248.7,243.2,246.25,246.03,4059047,9.98632E+13
23-12-2009,ITC,247,254.9,244.5,253.6,249.84,5322144,1.32966E+14
24-12-2009,ITC,255,257.9,251.75,255.85,254.39,2871463,7.30472E+13
29-12-2009,ITC,254.35,257.45,254.3,256.2,255.81,2168137,5.54633E+13
30-12-2009,ITC,255.8,256.45,250,250.7,252.67,2478093,6.26148E+13
31-12-2009,ITC,251.7,253.95,249.85,250.8,251.63,5111403,1.28616E+14
04-01-2010,ITC,253,255,250.35,253.65,252.36,1720545,4.34201E+13
05-01-2010,ITC,254.8,256.75,252.7,256.15,254.58,3589075,9.13702E+13
06-01-2010,ITC,258.7,258.7,253.6,256.75,255.29,2509993,6.40771E+13
07-01-2010,ITC,257,258.5,253.7,255.95,255.04,1662478,4.23992E+13
08-01-2010,ITC,255.35,258.5,255.35,256.5,257.16,1627117,4.18436E+13
11-01-2010,ITC,257.5,259.5,256,256.6,257.86,2400421,6.1898E+13
12-01-2010,ITC,256.75,256.75,249.1,250.05,251.47,5171367,1.30044E+14
13-01-2010,ITC,249,251.75,247,248.95,248.76,4158688,1.03453E+14
14-01-2010,ITC,250.5,250.9,247,248.15,248.22,4108160,1.01971E+14
15-01-2010,ITC,250.05,253.2,247.1,252.75,250.97,2613277,6.55849E+13
18-01-2010,ITC,252.8,254.3,250,250.55,251.74,1880762,4.7346E+13
19-01-2010,ITC,251.4,251.4,248.3,249.9,249.68,2098542,5.23967E+13
20-01-2010,ITC,250,251.5,246.25,247.1,248.7,3477553,8.64859E+13
21-01-2010,ITC,247.5,250.15,242.5,244.5,246.5,3911566,9.64214E+13
22-01-2010,ITC,243,253.7,241.25,249.1,249.3,15419624,3.84407E+14
25-01-2010,ITC,250,256.3,247.55,255.1,252.63,5267976,1.33085E+14
27-01-2010,ITC,253.5,259.05,253,255.9,257.31,11849947,3.04906E+14
28-01-2010,ITC,256.7,257,248.55,254.25,253.79,6534392,1.65836E+14
29-01-2010,ITC,253.5,256.75,249.1,250.15,251.51,5255552,1.32184E+14
01-02-2010,ITC,250,252.55,245.7,246.5,247.89,4205975,1.04263E+14
02-02-2010,ITC,250.05,250.05,243.05,244.4,244.94,3607647,8.83653E+13
03-02-2010,ITC,245,254.85,243.5,252.6,249.57,4629393,1.15537E+14
04-02-2010,ITC,252,254.75,249.6,253.35,253.31,4038562,1.023E+14
05-02-2010,ITC,252,253.3,247,248.35,249.49,6205505,1.54819E+14
06-02-2010,ITC,248,249.6,247.2,248.05,248.07,159006,3.94446E+12
08-02-2010,ITC,248,248.2,240.7,245.35,244.48,7803454,1.90783E+14
09-02-2010,ITC,245.4,246.8,242.75,243.9,244.56,4027137,9.84885E+13
10-02-2010,ITC,244.7,246,242.1,243.9,243.78,2853024,6.95508E+13
11-02-2010,ITC,245.05,247.9,244.8,247.15,246.44,2317543,5.7113E+13
15-02-2010,ITC,248.5,250,245.1,249.35,247.76,2162580,5.358E+13
16-02-2010,ITC,250.75,251.5,248.1,250.15,249.87,2040976,5.09986E+13
17-02-2010,ITC,250.5,252.7,249.45,251.75,251.16,2629716,6.60488E+13
18-02-2010,ITC,252.2,252.75,246.5,248.25,249.42,1335801,3.33179E+13
19-02-2010,ITC,249.3,250.4,245.8,248.5,248.86,2001243,4.98034E+13
22-02-2010,ITC,249.75,250.75,246.1,247.6,248.26,2173255,5.39523E+13
23-02-2010,ITC,247.6,249.95,245.8,249.25,247.84,2401720,5.95246E+13
24-02-2010,ITC,248.35,250.45,246.8,247.65,248.82,2847872,7.08604E+13
25-02-2010,ITC,248.9,249.5,245.7,247.6,247.48,4770544,1.18063E+14
26-02-2010,ITC,248.5,252.4,228.8,232.25,237.81,23354214,5.5539E+14
02-03-2010,ITC,235.1,244.2,235,241.95,239.25,9693073,2.31903E+14
03-03-2010,ITC,242.5,246.25,238.35,243.7,241.78,4350568,1.05186E+14
04-03-2010,ITC,246.9,247,243,246.05,245.22,4290391,1.05209E+14
05-03-2010,ITC,247,247,243,244.75,244.68,2764279,6.76361E+13
08-03-2010,ITC,245.75,251.95,245.5,251.25,249.45,7494609,1.86955E+14
09-03-2010,ITC,251.75,253.75,249.6,251.05,251.96,3181614,8.01625E+13
10-03-2010,ITC,252.75,255.25,250.35,254.25,253.78,3987304,1.01188E+14
11-03-2010,ITC,254,257.9,251.6,255.65,254.41,2916294,7.41936E+13
12-03-2010,ITC,257,260.4,255.25,258.45,258.29,5583817,1.44225E+14
15-03-2010,ITC,258.35,261.7,258.35,259.35,259.74,5119003,1.3296E+14
16-03-2010,ITC,260.2,260.95,254.25,259.8,257.56,2493412,6.42196E+13
17-03-2010,ITC,259.8,264.4,258.65,262.85,262.11,4045785,1.06044E+14
18-03-2010,ITC,263,264.7,258.7,261.25,260.96,2163901,5.64699E+13
19-03-2010,ITC,260.5,263.25,259.15,261.3,261.55,2575640,6.73649E+13
22-03-2010,ITC,259.35,261.9,257.35,261.6,260.42,2969680,7.73355E+13
23-03-2010,ITC,260.5,262.7,256.2,260.95,259.68,3330605,8.64898E+13
25-03-2010,ITC,261.05,266.45,259.8,264.75,263.06,5745771,1.51147E+14
26-03-2010,ITC,264.75,266,262.1,264.4,263.78,2960280,7.80869E+13
29-03-2010,ITC,264.4,271,262.25,269.2,268.28,4217861,1.13159E+14
30-03-2010,ITC,269.3,272.9,267.7,268.85,269.74,2664603,7.18753E+13
31-03-2010,ITC,269.8,269.8,261.6,263.05,264.45,5018117,1.32702E+14
01-04-2010,ITC,264,266.85,263.1,264,264.54,1886747,4.99112E+13
05-04-2010,ITC,267.7,268.7,264.1,264.8,265.43,2445140,6.49016E+13
06-04-2010,ITC,264.8,267.6,263.1,266.25,264.99,3224970,8.54593E+13
07-04-2010,ITC,265.35,270,263.5,269.45,266.22,2910180,7.74754E+13
08-04-2010,ITC,268,268.95,266.35,267.75,267.77,2086042,5.58577E+13
09-04-2010,ITC,267.8,270.5,265.7,269.25,268.64,2800852,7.52424E+13
12-04-2010,ITC,270,272.7,267.35,271.4,270.65,2621751,7.09573E+13
13-04-2010,ITC,273.6,273.7,268.1,268.6,269.34,1609282,4.3344E+13
15-04-2010,ITC,270.05,270.7,261.25,262.75,266.11,3962793,1.05454E+14
16-04-2010,ITC,260.1,269.85,260.1,269.1,267.04,2955418,7.89225E+13
19-04-2010,ITC,268,273.8,262.35,264.85,264.89,2620081,6.94034E+13
20-04-2010,ITC,266.5,266.7,261,263.2,263.28,2776943,7.31109E+13
21-04-2010,ITC,264,264.95,261.35,262.45,263.44,1826536,4.81188E+13
22-04-2010,ITC,261.5,267.35,260.5,264.25,264.35,4391169,1.1608E+14
23-04-2010,ITC,264.7,267.95,262.1,266.95,265.48,1664717,4.41944E+13
26-04-2010,ITC,266,270.9,265.1,267.4,267.6,1790694,4.79198E+13
27-04-2010,ITC,268,270.85,265.55,269.55,269.73,1957813,5.28081E+13
28-04-2010,ITC,267.1,272.4,265.85,269.95,270.44,3517003,9.51126E+13
29-04-2010,ITC,271.4,271.4,265.5,267.15,267.1,3395731,9.06987E+13
30-04-2010,ITC,268,268.7,265,265.85,266.04,2286848,6.08395E+13
03-05-2010,ITC,261.25,266.6,261.25,264.95,263.73,2338103,6.16623E+13
04-05-2010,ITC,262.2,266,261,262.3,263.01,1577086,4.14783E+13
05-05-2010,ITC,250,263.6,250,262.15,261.61,2307532,6.03678E+13
06-05-2010,ITC,245,262.5,245,259.05,259.03,1938011,5.01998E+13
07-05-2010,ITC,254,260.95,253.6,259.15,257.35,2896942,7.45533E+13
10-05-2010,ITC,254.9,262.95,254.9,261.8,260.23,4963560,1.29166E+14
11-05-2010,ITC,257.55,263.3,257.55,259.55,259.78,3313381,8.60739E+13
12-05-2010,ITC,252.5,265.9,252.5,265.05,263.45,1778963,4.68668E+13
13-05-2010,ITC,267,268,263.75,266.5,265.99,2023310,5.38185E+13
14-05-2010,ITC,263,273,263,268.15,270.41,2968696,8.02777E+13
17-05-2010,ITC,266,268.9,265,266.15,266.62,2388741,6.36877E+13
18-05-2010,ITC,265.05,269.5,261.35,268.65,266.31,1592469,4.24097E+13
19-05-2010,ITC,268.45,268.45,258,259.2,261.47,2977897,7.78639E+13
20-05-2010,ITC,258.35,265.35,257,262.4,261.05,4211398,1.0994E+14
21-05-2010,ITC,260,274.3,257.35,271.3,267.6,12054188,3.22576E+14
24-05-2010,ITC,275,275.5,265.55,268.05,271.54,4987730,1.35437E+14
25-05-2010,ITC,267.5,270.2,258.7,260.5,263.47,7041046,1.85513E+14
26-05-2010,ITC,262.05,269.95,261.1,269.1,266.11,3697419,9.83926E+13
27-05-2010,ITC,269.5,278.6,267.3,275.9,275.21,9726751,2.67689E+14
28-05-2010,ITC,278,284,275.9,283.2,280.96,5618725,1.57865E+14
31-05-2010,ITC,287.7,287.7,279.2,283.2,283.09,3826134,1.08313E+14
01-06-2010,ITC,285.4,285.95,281.5,283,283.72,3191773,9.05572E+13
02-06-2010,ITC,284,284.8,279.25,281.3,281.05,2704797,7.60171E+13
03-06-2010,ITC,283,286.85,282.5,285.5,285.34,2489752,7.10435E+13
04-06-2010,ITC,288.85,291.8,277,290.85,289.81,3188813,9.24148E+13
07-06-2010,ITC,285,289.1,285,287.7,287.01,2198836,6.31094E+13
08-06-2010,ITC,290.7,292.6,286.55,289.7,290,3059245,8.87181E+13
09-06-2010,ITC,287.4,287.4,276.1,277.6,279.1,3964029,1.10636E+14
10-06-2010,ITC,279,281.75,275.2,280.05,279.57,3522663,9.8482E+13
11-06-2010,ITC,289,289,280.65,281.55,282.08,2820966,7.95746E+13
14-06-2010,ITC,282.7,286.8,281.6,286.1,283.81,2806420,7.96487E+13
15-06-2010,ITC,286,292.7,285.1,291.7,290.25,3126009,9.07335E+13
16-06-2010,ITC,294.7,294.7,288.15,290.9,291.24,3940914,1.14777E+14
17-06-2010,ITC,291,296.9,289.15,293.9,292.37,4442412,1.29885E+14
18-06-2010,ITC,295,299.3,292.7,294.9,295.41,5196746,1.53517E+14
21-06-2010,ITC,296.7,300,292,299.1,298.22,4631354,1.38116E+14
22-06-2010,ITC,298,303.75,297.25,301.8,301.73,3127754,9.43724E+13
23-06-2010,ITC,300,304.2,299.25,302.85,301.74,3094124,9.33608E+13
24-06-2010,ITC,303,307.9,300.1,305.75,305.17,6904721,2.10713E+14
25-06-2010,ITC,305.65,307.9,300.2,301.45,304.41,2633022,8.01523E+13
28-06-2010,ITC,301,303.5,297,297.65,299.08,2150891,6.43278E+13
29-06-2010,ITC,298.6,299,294.05,296.35,296.54,1679467,4.98028E+13
30-06-2010,ITC,293,306.2,293,305.45,302.6,4617332,1.3972E+14
01-07-2010,ITC,304.8,304.8,300.25,303,302.33,1704951,5.15457E+13
02-07-2010,ITC,305,305.95,301.8,302.55,303.35,1395862,4.23439E+13
05-07-2010,ITC,302.4,304.5,300,302.15,302.44,1433119,4.3343E+13
06-07-2010,ITC,302.2,303.3,301.1,302.9,302.35,1512395,4.5728E+13
07-07-2010,ITC,303.1,303.45,300,302,301.72,2013487,6.07516E+13
08-07-2010,ITC,304,305.35,301.9,303.15,303.95,1864509,5.66723E+13
09-07-2010,ITC,303.15,304.8,299.25,300.35,301.97,1989710,6.00826E+13
12-07-2010,ITC,302,302,299.3,299.95,300.41,2325594,6.98632E+13
13-07-2010,ITC,299.95,301.4,295.3,299.1,297.52,4677628,1.39168E+14
14-07-2010,ITC,300.15,302.15,297.65,298.5,299.62,4636889,1.3893E+14
15-07-2010,ITC,298.5,301,298.25,300.1,299.97,3056905,9.16989E+13
16-07-2010,ITC,300.5,300.55,296.6,298.35,298.75,3855349,1.15179E+14
19-07-2010,ITC,297.4,299.95,290,291.35,294.49,3262949,9.60917E+13
20-07-2010,ITC,292,293.4,290.1,291.45,291.87,1433917,4.18518E+13
21-07-2010,ITC,292.85,296,290.85,292.35,293.48,3854795,1.13131E+14
22-07-2010,ITC,266.4,298.55,266.4,297.7,295.76,7264178,2.14847E+14
23-07-2010,ITC,300,302.7,298.25,301.65,300.74,6549108,1.96956E+14
26-07-2010,ITC,302,303.2,299.95,302.7,301.79,2263751,6.83171E+13
27-07-2010,ITC,307,307,303,304.25,304.24,1788042,5.43987E+13
28-07-2010,ITC,305.5,308.25,303.2,307.35,305.76,3382650,1.03429E+14
29-07-2010,ITC,307,311.9,306.05,310.1,308.82,3880640,1.19841E+14
30-07-2010,ITC,309.75,311.85,306,308.75,309.04,3696763,1.14243E+14
02-08-2010,ITC,309.1,313.45,309,312.8,311.83,5554310,1.73198E+14
03-08-2010,ITC,158.7,158.7,153.75,154.4,155.25,5645411,8.76436E+13
04-08-2010,ITC,154,157,151.55,155.3,153.65,5409603,8.31199E+13
05-08-2010,ITC,155.7,157.2,154.35,155.8,155.91,3978747,6.20331E+13
06-08-2010,ITC,156,160,155.8,158.75,158.51,3986597,6.3193E+13
09-08-2010,ITC,159,160.2,157.9,158.95,159.06,2664676,4.23854E+13
10-08-2010,ITC,159.45,159.45,155.85,157.25,156.95,4740900,7.44087E+13
11-08-2010,ITC,156,157,154.35,154.95,155.58,3262755,5.07634E+13
12-08-2010,ITC,152.5,155.85,152.05,152.95,153.21,4857708,7.44241E+13
13-08-2010,ITC,153,157,152.95,156.25,155.8,4813496,7.4993E+13
16-08-2010,ITC,157.6,159,156,158.25,157.51,2908717,4.58143E+13
17-08-2010,ITC,159,160.3,156.75,159.55,159.39,5525480,8.80712E+13
18-08-2010,ITC,161.5,163,159.05,162.5,161.46,8211065,1.32579E+14
19-08-2010,ITC,162.5,166.3,162.5,165.3,165.12,8309779,1.3721E+14
20-08-2010,ITC,165.1,165.5,162.05,162.7,163.88,5938410,9.73187E+13
23-08-2010,ITC,162,162.7,159.1,159.5,160.11,3806268,6.09413E+13
24-08-2010,ITC,159.55,161.3,158.6,159.85,159.98,3463036,5.54006E+13
25-08-2010,ITC,159.9,161.25,159.85,160.5,160.56,4403129,7.06985E+13
26-08-2010,ITC,161,165.15,161,163.9,163.39,10854028,1.77345E+14
27-08-2010,ITC,164.1,165.35,160.35,161.2,162.93,3651956,5.94997E+13
30-08-2010,ITC,163,163.35,158.6,159.3,160.09,3051332,4.88485E+13
31-08-2010,ITC,160.3,164,158.5,163.15,161.53,8795298,1.42072E+14
01-09-2010,ITC,164.25,164.3,161.8,163.15,162.99,4826181,7.86635E+13
02-09-2010,ITC,163.8,165.85,163.15,165.45,164.55,4908257,8.07674E+13
03-09-2010,ITC,165.7,165.7,162.35,164,163.97,4061121,6.65897E+13
06-09-2010,ITC,164.85,167.3,163.8,165.8,165.95,7069493,1.17316E+14
07-09-2010,ITC,166,167.25,164.8,166.2,166.01,5696688,9.45714E+13
08-09-2010,ITC,165.15,165.9,163.25,164.3,164.54,4014223,6.605E+13
09-09-2010,ITC,165.6,165.6,161.4,162.35,162.74,4935465,8.03181E+13
13-09-2010,ITC,163.35,164.8,162.1,163.2,163.15,4359597,7.11255E+13
14-09-2010,ITC,162.9,166.2,161.8,165.2,164.53,7518209,1.23696E+14
15-09-2010,ITC,164.35,168,163.5,167.65,166.91,6914668,1.15409E+14
16-09-2010,ITC,167,169.4,166.55,167.4,168.14,4589211,7.71647E+13
17-09-2010,ITC,167.85,169.25,166.35,168.35,168.52,7586926,1.27851E+14
20-09-2010,ITC,169,178,168,176.65,174.57,13855370,2.41868E+14
21-09-2010,ITC,177.85,179.3,171.4,172.65,174.2,16142882,2.81213E+14
22-09-2010,ITC,171.35,175.8,171.35,174.7,174.36,7299247,1.27269E+14
23-09-2010,ITC,174.95,177.95,172.9,176.5,174.63,6357374,1.1102E+14
24-09-2010,ITC,177.75,180.85,176.7,179.25,178.78,8878708,1.58729E+14
27-09-2010,ITC,180.4,180.6,177.3,178.4,179.08,7896324,1.41408E+14
28-09-2010,ITC,178.9,180,176.3,178.4,178.16,7267234,1.29471E+14
29-09-2010,ITC,178.5,180.3,173,173.6,175.44,6696905,1.17489E+14
30-09-2010,ITC,173.8,180,171.9,178.3,176.22,16308988,2.87391E+14
01-10-2010,ITC,178.9,180,176.3,178.65,179.26,10252470,1.83781E+14
04-10-2010,ITC,180,181.8,174.9,175.25,177.9,8643669,1.53775E+14
05-10-2010,ITC,176,176.9,173.5,173.8,174.63,8322664,1.45342E+14
06-10-2010,ITC,176.15,176.95,170.8,172.9,173.83,7193381,1.25042E+14
07-10-2010,ITC,173.8,174.4,171.2,171.9,172.64,7859108,1.35683E+14
08-10-2010,ITC,172,173.35,169.6,172.45,171.7,7527508,1.29244E+14
11-10-2010,ITC,173.85,174.45,171.35,172.95,172.71,4981583,8.60348E+13
12-10-2010,ITC,171.9,172.8,169.15,170.95,170.15,5122208,8.71559E+13
13-10-2010,ITC,173,175.85,170.5,175.1,174.62,10706881,1.86968E+14
14-10-2010,ITC,176.7,176.85,173.85,175.05,175.62,4710270,8.27219E+13
15-10-2010,ITC,176,176,171.35,171.95,172.53,4472048,7.71548E+13
18-10-2010,ITC,172,172.85,167.1,171.55,169.56,8515278,1.44389E+14
19-10-2010,ITC,171.7,173.25,169.1,170.5,170.57,5910414,1.00814E+14
20-10-2010,ITC,169.25,171.3,167.5,168,168.79,5783816,9.7624E+13
21-10-2010,ITC,169.85,175,167.3,174.35,172.68,4437142,7.66203E+13
22-10-2010,ITC,174.1,174.5,170.2,171.2,172.08,3363206,5.78751E+13
25-10-2010,ITC,173.25,173.4,168.6,169.15,170.25,6851677,1.16649E+14
26-10-2010,ITC,170.35,173.35,169.1,171.75,171.54,6117586,1.04941E+14
27-10-2010,ITC,171.75,171.9,167.2,167.85,169.15,4973579,8.41272E+13
28-10-2010,ITC,169.15,171.7,165,167.05,167.92,23103659,3.87949E+14
29-10-2010,ITC,169.1,171.9,165.7,171.2,169.53,18395915,3.11864E+14
01-11-2010,ITC,172.5,173.5,170.85,171.85,172.38,8534363,1.47117E+14
02-11-2010,ITC,172.2,174,171,173.4,173.1,4629525,8.01362E+13
03-11-2010,ITC,174,177.1,174,175.55,175.9,9611124,1.69056E+14
04-11-2010,ITC,177.35,177.5,175.05,177,176.71,5878121,1.03871E+14
05-11-2010,ITC,178,178.5,176.2,177.15,177.42,1118075,1.98367E+13
08-11-2010,ITC,179.4,179.4,174.6,175.65,176.8,4636255,8.19682E+13
09-11-2010,ITC,176,178.45,174.1,177.8,176.25,4557030,8.03181E+13
10-11-2010,ITC,177.5,178.4,176.4,177,177.42,3636209,6.45132E+13
11-11-2010,ITC,177.5,178,174.65,175.35,176.54,2502472,4.41792E+13
12-11-2010,ITC,175.9,177,172.4,173.85,174.97,4145763,7.25379E+13
15-11-2010,ITC,173.4,175.5,171.25,175.15,173.79,2651305,4.60771E+13
16-11-2010,ITC,175.95,176.45,168.55,169.95,170.92,5736360,9.80458E+13
18-11-2010,ITC,175.75,175.75,168.5,171.95,171.3,8229574,1.40973E+14
19-11-2010,ITC,172.25,173,169.6,170.95,171.6,5889282,1.01058E+14
22-11-2010,ITC,171.25,176.4,170.4,175.9,173.82,8165708,1.41936E+14
23-11-2010,ITC,175.25,176,169.55,172.5,172.68,8523861,1.47192E+14
24-11-2010,ITC,173.95,174.25,171.7,173.7,173.47,6132583,1.06382E+14
25-11-2010,ITC,172.6,173.45,168.1,169.7,170.83,8978460,1.5338E+14
26-11-2010,ITC,170.25,170.8,166.05,167.65,168.46,9839032,1.65752E+14
29-11-2010,ITC,168,169.75,164,168.6,166.42,12736585,2.11961E+14
30-11-2010,ITC,167.55,173,166,171.9,169.41,13222808,2.24005E+14
01-12-2010,ITC,172.5,172.5,169.85,171.4,170.92,4726387,8.07816E+13
02-12-2010,ITC,172.15,172.9,169.75,170.9,170.55,8483442,1.44683E+14
03-12-2010,ITC,167.5,172,165,171.3,169.29,9458308,1.60121E+14
06-12-2010,ITC,171,171,168.5,169.05,169.3,3997804,6.76842E+13
07-12-2010,ITC,168.6,169.7,166.3,168.2,167.82,6653798,1.11666E+14
08-12-2010,ITC,168,170,166.25,166.75,167.57,6505391,1.09009E+14
09-12-2010,ITC,167.45,168.5,165.8,167.3,166.87,7392179,1.23352E+14
10-12-2010,ITC,167.9,170.9,167,170.3,169.67,4181753,7.09531E+13
13-12-2010,ITC,170.75,171,165.5,167.15,167.17,5996732,1.00248E+14
14-12-2010,ITC,168,169.6,167.1,168.4,168.32,4783122,8.05109E+13
15-12-2010,ITC,166.7,168.8,166.5,167,167.14,5303809,8.8649E+13
16-12-2010,ITC,168.45,168.45,164.15,168.05,166.46,4760235,7.92386E+13
20-12-2010,ITC,168.25,168.25,165.6,166.95,166.65,3904035,6.50598E+13
21-12-2010,ITC,167,167.5,165.8,167.15,166.75,3428820,5.7176E+13
22-12-2010,ITC,168.7,168.7,166.2,167.4,167.14,3435466,5.74197E+13
23-12-2010,ITC,168.4,168.4,166.15,166.9,167.07,2918706,4.87632E+13
24-12-2010,ITC,165.7,170.4,165.7,169.9,169.21,4962529,8.39716E+13
27-12-2010,ITC,169.75,171.25,169.05,169.75,170.41,4616790,7.86757E+13
28-12-2010,ITC,169.75,171.8,169.75,171.2,170.69,2876490,4.90996E+13
29-12-2010,ITC,171.2,174.6,171.15,174.2,173.11,6807380,1.1784E+14
30-12-2010,ITC,173.3,176.35,172.65,174.55,175.02,19663873,3.44153E+14
31-12-2010,ITC,173.85,175.95,173.65,174.65,174.78,6940466,1.21306E+14
03-01-2011,ITC,175.95,175.95,173.9,174.8,174.86,2328100,4.0709E+13
04-01-2011,ITC,175,178.1,175,177.5,177.04,9959940,1.76335E+14
05-01-2011,ITC,177.4,180.2,175.8,179.8,178.85,8526889,1.52504E+14
06-01-2011,ITC,180.35,181,175.85,178.9,178.39,5937832,1.05922E+14
07-01-2011,ITC,178.05,180,170.6,172.5,176.5,7202862,1.27133E+14
10-01-2011,ITC,172.2,172.4,168.55,170.6,170.91,8269682,1.41338E+14
11-01-2011,ITC,170.2,174,168.05,170.1,170.97,7929657,1.35575E+14
12-01-2011,ITC,172.15,174.4,168.6,173.75,171.29,5116233,8.76351E+13
13-01-2011,ITC,173.05,174.7,171.4,173.15,172.79,7542589,1.30331E+14
14-01-2011,ITC,172.6,177.15,169.1,170.55,173.05,5992790,1.03706E+14
17-01-2011,ITC,170.1,174.9,167.65,171.95,173.24,9449949,1.63709E+14
18-01-2011,ITC,172.4,176.75,172.1,176.15,174.76,6407596,1.1198E+14
19-01-2011,ITC,176.5,178.3,173.6,175.45,176.18,9397039,1.65554E+14
20-01-2011,ITC,174.35,175.9,170.65,171.65,172.18,7343420,1.26437E+14
21-01-2011,ITC,171.2,172.55,168.4,168.9,170.19,9015413,1.53433E+14
24-01-2011,ITC,169.95,170.45,168,169.1,169.16,5123983,8.66756E+13
25-01-2011,ITC,169.2,170.35,167.5,168,168.64,5217141,8.79807E+13
27-01-2011,ITC,168.85,169.75,167,167.8,168.58,7810956,1.31681E+14
28-01-2011,ITC,168.85,170.25,165.6,168.15,168.45,10673548,1.798E+14
31-01-2011,ITC,167.1,167.9,160.95,162.6,163.48,11340586,1.85399E+14
01-02-2011,ITC,163.65,163.8,156.2,159.6,158.38,14164030,2.24336E+14
02-02-2011,ITC,160.75,161.7,158,159,159.82,6424256,1.02672E+14
03-02-2011,ITC,158.4,161.2,157.6,159.45,159.64,4724395,7.5418E+13
04-02-2011,ITC,159.6,160.75,151.7,153,155.31,9752502,1.51468E+14
07-02-2011,ITC,155.8,158.75,153.3,157.1,156.26,9777809,1.52792E+14
08-02-2011,ITC,157.5,158.25,156,156.1,156.9,6232570,9.7787E+13
09-02-2011,ITC,156,156.5,152.75,153.9,154.12,8450351,1.30235E+14
10-02-2011,ITC,154.2,158.95,154.2,156.15,157.02,7148916,1.12255E+14
11-02-2011,ITC,156.85,157.1,154,155.1,155.36,5769577,8.96389E+13
14-02-2011,ITC,154.7,159.8,154.7,157.5,157.46,6673546,1.05079E+14
15-02-2011,ITC,158.65,158.7,154.6,157.1,156.89,4353658,6.8306E+13
16-02-2011,ITC,156.2,158.85,156.2,156.9,157.77,3655463,5.76733E+13
17-02-2011,ITC,157.5,158.9,154.85,158.45,157.13,6898957,1.08402E+14
18-02-2011,ITC,158.35,160.15,155,155.75,157.73,4761320,7.50987E+13
21-02-2011,ITC,155.75,158.85,154.6,158.2,156.28,2602539,4.06722E+13
22-02-2011,ITC,157.9,157.9,155.5,156.7,156.59,4560136,7.14077E+13
23-02-2011,ITC,157,157.5,155.1,155.6,156,3495833,5.45338E+13
24-02-2011,ITC,154.35,156.2,149,150.65,151.96,17813977,2.70696E+14
25-02-2011,ITC,152.7,156.9,151.5,156.3,155.27,9117557,1.41565E+14
28-02-2011,ITC,156.05,170,154.4,169,165.26,30328270,5.01209E+14
01-03-2011,ITC,170.8,174,170.6,173.6,172.76,14636645,2.52858E+14
03-03-2011,ITC,172,176,171.2,173.55,174.02,13318259,2.31764E+14
04-03-2011,ITC,174.55,174.8,172,172.4,172.89,8281544,1.43182E+14
07-03-2011,ITC,171.25,173.8,168.05,172.65,171.01,6731348,1.15113E+14
08-03-2011,ITC,173.7,173.9,171.15,171.95,172.35,5713198,9.84657E+13
09-03-2011,ITC,172.4,173.15,170.6,171.75,171.72,4216081,7.23989E+13
10-03-2011,ITC,171.45,171.95,169.3,171.3,170.63,4426826,7.55338E+13
11-03-2011,ITC,170.75,173,169.55,171.35,171.59,3983495,6.83542E+13
14-03-2011,ITC,171.75,173.9,170.5,173.45,172.55,4499572,7.76381E+13
15-03-2011,ITC,171.05,172.8,167.7,170.1,170.6,6938352,1.18368E+14
16-03-2011,ITC,170.65,172.35,170.65,171.2,171.35,3295515,5.6468E+13
17-03-2011,ITC,169.5,170.9,167.3,168.05,169.32,7809038,1.32222E+14
18-03-2011,ITC,169.6,169.85,165.6,167.95,167.59,6477866,1.08565E+14
21-03-2011,ITC,168.65,169.9,167.5,167.9,168.76,4098066,6.91609E+13
22-03-2011,ITC,168.6,170.9,167.5,170.05,169.77,4098669,6.95822E+13
23-03-2011,ITC,170,172.45,169.15,171.95,171.72,5693602,9.77693E+13
24-03-2011,ITC,173,173.6,171.9,173,172.95,5421895,9.37743E+13
25-03-2011,ITC,175,178,173.5,177.45,175.9,11706955,2.05922E+14
28-03-2011,ITC,176.5,179.6,176.35,178.7,178.43,8758699,1.56284E+14
29-03-2011,ITC,179.5,180,178.15,179.25,179.11,8379252,1.50077E+14
30-03-2011,ITC,179.9,181.35,176.75,177.6,178.63,10641408,1.90092E+14
31-03-2011,ITC,178.25,184,178.25,182.1,181.28,22010415,3.99012E+14
